DateKey,Date,Day,Month,MonthName,MonthNumber,Quarter,Year
20190825,25-08-2019,Sunday,August,Aug,8,3,2019
20190826,26-08-2019,Monday,August,Aug,8,3,2019
20190827,27-08-2019,Tuesday,August,Aug,8,3,2019
20190828,28-08-2019,Wednesday,August,Aug,8,3,2019
20190829,29-08-2019,Thursday,August,Aug,8,3,2019
20190830,30-08-2019,Friday,August,Aug,8,3,2019
20190831,31-08-2019,Saturday,August,Aug,8,3,2019
20190901,01-09-2019,Sunday,September,Sep,9,3,2019
20190902,02-09-2019,Monday,September,Sep,9,3,2019
20190903,03-09-2019,Tuesday,September,Sep,9,3,2019
20190904,04-09-2019,Wednesday,September,Sep,9,3,2019
20190905,05-09-2019,Thursday,September,Sep,9,3,2019
20190906,06-09-2019,Friday,September,Sep,9,3,2019
20190907,07-09-2019,Saturday,September,Sep,9,3,2019
20190908,08-09-2019,Sunday,September,Sep,9,3,2019
20190909,09-09-2019,Monday,September,Sep,9,3,2019
20190910,10-09-2019,Tuesday,September,Sep,9,3,2019
20190911,11-09-2019,Wednesday,September,Sep,9,3,2019
20190912,12-09-2019,Thursday,September,Sep,9,3,2019
20190913,13-09-2019,Friday,September,Sep,9,3,2019
20190914,14-09-2019,Saturday,September,Sep,9,3,2019
20190915,15-09-2019,Sunday,September,Sep,9,3,2019
20190916,16-09-2019,Monday,September,Sep,9,3,2019
20190917,17-09-2019,Tuesday,September,Sep,9,3,2019
20190918,18-09-2019,Wednesday,September,Sep,9,3,2019
20190919,19-09-2019,Thursday,September,Sep,9,3,2019
20190920,20-09-2019,Friday,September,Sep,9,3,2019
20190921,21-09-2019,Saturday,September,Sep,9,3,2019
20190922,22-09-2019,Sunday,September,Sep,9,3,2019
20190923,23-09-2019,Monday,September,Sep,9,3,2019
20190924,24-09-2019,Tuesday,September,Sep,9,3,2019
20190925,25-09-2019,Wednesday,September,Sep,9,3,2019
20190926,26-09-2019,Thursday,September,Sep,9,3,2019
20190927,27-09-2019,Friday,September,Sep,9,3,2019
20190928,28-09-2019,Saturday,September,Sep,9,3,2019
20190929,29-09-2019,Sunday,September,Sep,9,3,2019
20190930,30-09-2019,Monday,September,Sep,9,3,2019
20191001,01-10-2019,Tuesday,October,Oct,10,4,2019
20191002,02-10-2019,Wednesday,October,Oct,10,4,2019
20191003,03-10-2019,Thursday,October,Oct,10,4,2019
20191004,04-10-2019,Friday,October,Oct,10,4,2019
20191005,05-10-2019,Saturday,October,Oct,10,4,2019
20191006,06-10-2019,Sunday,October,Oct,10,4,2019
20191007,07-10-2019,Monday,October,Oct,10,4,2019
20191008,08-10-2019,Tuesday,October,Oct,10,4,2019
20191009,09-10-2019,Wednesday,October,Oct,10,4,2019
20191010,10-10-2019,Thursday,October,Oct,10,4,2019
20191011,11-10-2019,Friday,October,Oct,10,4,2019
20191012,12-10-2019,Saturday,October,Oct,10,4,2019
20191013,13-10-2019,Sunday,October,Oct,10,4,2019
20191014,14-10-2019,Monday,October,Oct,10,4,2019
20191015,15-10-2019,Tuesday,October,Oct,10,4,2019
20191016,16-10-2019,Wednesday,October,Oct,10,4,2019
20191017,17-10-2019,Thursday,October,Oct,10,4,2019
20191018,18-10-2019,Friday,October,Oct,10,4,2019
20191019,19-10-2019,Saturday,October,Oct,10,4,2019
20191020,20-10-2019,Sunday,October,Oct,10,4,2019
20191021,21-10-2019,Monday,October,Oct,10,4,2019
20191022,22-10-2019,Tuesday,October,Oct,10,4,2019
20191023,23-10-2019,Wednesday,October,Oct,10,4,2019
20191024,24-10-2019,Thursday,October,Oct,10,4,2019
20191025,25-10-2019,Friday,October,Oct,10,4,2019
20191026,26-10-2019,Saturday,October,Oct,10,4,2019
20191027,27-10-2019,Sunday,October,Oct,10,4,2019
20191028,28-10-2019,Monday,October,Oct,10,4,2019
20191029,29-10-2019,Tuesday,October,Oct,10,4,2019
20191030,30-10-2019,Wednesday,October,Oct,10,4,2019
20191031,31-10-2019,Thursday,October,Oct,10,4,2019
20191101,01-11-2019,Friday,November,Nov,11,4,2019
20191102,02-11-2019,Saturday,November,Nov,11,4,2019
20191103,03-11-2019,Sunday,November,Nov,11,4,2019
20191104,04-11-2019,Monday,November,Nov,11,4,2019
20191105,05-11-2019,Tuesday,November,Nov,11,4,2019
20191106,06-11-2019,Wednesday,November,Nov,11,4,2019
20191107,07-11-2019,Thursday,November,Nov,11,4,2019
20191108,08-11-2019,Friday,November,Nov,11,4,2019
20191109,09-11-2019,Saturday,November,Nov,11,4,2019
20191110,10-11-2019,Sunday,November,Nov,11,4,2019
20191111,11-11-2019,Monday,November,Nov,11,4,2019
20191112,12-11-2019,Tuesday,November,Nov,11,4,2019
20191113,13-11-2019,Wednesday,November,Nov,11,4,2019
20191114,14-11-2019,Thursday,November,Nov,11,4,2019
20191115,15-11-2019,Friday,November,Nov,11,4,2019
20191116,16-11-2019,Saturday,November,Nov,11,4,2019
20191117,17-11-2019,Sunday,November,Nov,11,4,2019
20191118,18-11-2019,Monday,November,Nov,11,4,2019
20191119,19-11-2019,Tuesday,November,Nov,11,4,2019
20191120,20-11-2019,Wednesday,November,Nov,11,4,2019
20191121,21-11-2019,Thursday,November,Nov,11,4,2019
20191122,22-11-2019,Friday,November,Nov,11,4,2019
20191123,23-11-2019,Saturday,November,Nov,11,4,2019
20191124,24-11-2019,Sunday,November,Nov,11,4,2019
20191125,25-11-2019,Monday,November,Nov,11,4,2019
20191126,26-11-2019,Tuesday,November,Nov,11,4,2019
20191127,27-11-2019,Wednesday,November,Nov,11,4,2019
20191128,28-11-2019,Thursday,November,Nov,11,4,2019
20191129,29-11-2019,Friday,November,Nov,11,4,2019
20191130,30-11-2019,Saturday,November,Nov,11,4,2019
20191201,01-12-2019,Sunday,December,Dec,12,4,2019
20191202,02-12-2019,Monday,December,Dec,12,4,2019
20191203,03-12-2019,Tuesday,December,Dec,12,4,2019
20191204,04-12-2019,Wednesday,December,Dec,12,4,2019
20191205,05-12-2019,Thursday,December,Dec,12,4,2019
20191206,06-12-2019,Friday,December,Dec,12,4,2019
20191207,07-12-2019,Saturday,December,Dec,12,4,2019
20191208,08-12-2019,Sunday,December,Dec,12,4,2019
20191209,09-12-2019,Monday,December,Dec,12,4,2019
20191210,10-12-2019,Tuesday,December,Dec,12,4,2019
20191211,11-12-2019,Wednesday,December,Dec,12,4,2019
20191212,12-12-2019,Thursday,December,Dec,12,4,2019
20191213,13-12-2019,Friday,December,Dec,12,4,2019
20191214,14-12-2019,Saturday,December,Dec,12,4,2019
20191215,15-12-2019,Sunday,December,Dec,12,4,2019
20191216,16-12-2019,Monday,December,Dec,12,4,2019
20191217,17-12-2019,Tuesday,December,Dec,12,4,2019
20191218,18-12-2019,Wednesday,December,Dec,12,4,2019
20191219,19-12-2019,Thursday,December,Dec,12,4,2019
20191220,20-12-2019,Friday,December,Dec,12,4,2019
20191221,21-12-2019,Saturday,December,Dec,12,4,2019
20191222,22-12-2019,Sunday,December,Dec,12,4,2019
20191223,23-12-2019,Monday,December,Dec,12,4,2019
20191224,24-12-2019,Tuesday,December,Dec,12,4,2019
20191225,25-12-2019,Wednesday,December,Dec,12,4,2019
20191226,26-12-2019,Thursday,December,Dec,12,4,2019
20191227,27-12-2019,Friday,December,Dec,12,4,2019
20191228,28-12-2019,Saturday,December,Dec,12,4,2019
20191229,29-12-2019,Sunday,December,Dec,12,4,2019
20191230,30-12-2019,Monday,December,Dec,12,4,2019
20191231,31-12-2019,Tuesday,December,Dec,12,4,2019
